tailid,email,name_nb,name_nn,name_en,url_nb,url_en,orgstructid,orgid,kommunenummer,parentid
40705,eures@nav.no,NAV EURES Vest-Agder,NAV EURES Vest-Agder,European Employment Services (EURES) in Vest-Agder,http://www.nav.no/page?id=948,http://www.nav.no/English,36,,,26061
25648,,Pakkereisenemnda,Pakkereisenemnda,Pakkereisenemnda,https://www.pakkereisenemnda.no/,,81,,,
43722,nemnden@jus.no,Disiplinærnemnda for advokatvirksomhet,Disiplinærnemnda for advokatvirksomhet,Disiplinærnemnda for advokatvirksomhet,http://www.advokatforeningen.no/Etiske-regler/Disiplinar-og-tillitssystemet/Disiplinarnemnden/,http://www.advokatforeningen.no/_/Funksjonsmeny/English/,81,,,
25652,post.rogaland@politiet.no,Rogaland politidistrikt,Rogaland politidistrikt,Rogaland Police District,https://www.politi.no/rogaland/,http://www.politi.no/international/,39,983998313,,29872
25653,postmottak@rollag.kommune.no,Rollag kommune,Rollag kommune,Rollag Municipality,http://www.rollag.kommune.no/,,66,964963282,0632,
25654,emb.rome@mfa.no,"Ambassaden i Italia, Roma (Malta, San Marino)","Ambassaden i Italia, Roma (Malta, San Marino)","Royal Norwegian Embassy in Italy (Malta, San Marino)",http://www.amb-norvegia.it/Norsk/,,76,,,26375
25595,emb.singapore@mfa.no,"Ambassaden i Singapore, Singapore","Ambassaden i Singapore, Singapore",Royal Norwegian Embassy in Singapore,http://www.norway.org.sg/Norsk/,http://www.norway.org.sg/,76,,,26375
25660,postmottak@overhalla.kommune.no,Overhalla kommune,Overhalla kommune,Overhalla Municipality,http://www.overhalla.kommune.no/,,66,939896600,1744,
25661,emb.paris@mfa.no,"Ambassaden i Frankrike, Paris (Monaco, Franske oversjøiske departementer og områder)","Ambassaden i Frankrike, Paris (Monaco, Franske oversjøiske departementer og områder)",Royal Norwegian Embassy in France (Monaco),http://www.norvege.no/Norsk/,http://www.norvege.no/,76,,,26375
25662,oecd.paris@mfa.no,Norges faste delegasjon til OECD og UNESCO,Norges faste delegasjon til OECD og UNESCO,Norwegian Delegation to the OECD and UNESCO,http://www.norway-oecd.org/,http://www.norway-oecd.org/english/,76,,,26375
25663,post@pensjonistpartiet.no,Pensjonistpartiet,Pensjonistpartiet,Pensioners' Party,http://www.pensjonistpartiet.no/,,81,985130590,,
25664,post@pts.no,Pensjonstrygden for sjømenn,Pensjonstrygda for sjømenn,Pension Insurance for Seamen,http://www.pts.no/,http://www.pts.no/?lang=en_GB,39,940415683,,26416
25668,postmottak@phs.no,Politihøgskolen i Oslo,Politihøgskolen i Oslo,Norwegian Police University College,http://www.phs.no/,http://www.phs.no/en/,39,974761017,,28268
25670,postmottak@porsanger.kommune.no,Porsanger kommune - Porsánjggu gielda - Porsangin komuuni,Porsanger kommune - Porsánjggu gielda - Porsangin komuuni,Porsanger Municipality,http://www.porsanger.kommune.no/,,66,,2020,
25671,postmottak@porsgrunn.kommune.no,Porsgrunn kommune,Porsgrunn kommune,Porsgrunn Municipality,http://www.porsgrunn.kommune.no/,https://www.porsgrunn.kommune.no/eng/,66,939991034,0805,
25672,emb.prague@mfa.no,"Ambassaden i Tsjekkia, Praha","Ambassaden i Tsjekkia, Praha",Royal Norwegian Embassy in the Czech Republic,http://www.noramb.cz/Norsk/,http://www.noramb.cz/News_and_events/english/,76,,,26375
25674,postmottak@radoy.kommune.no,Radøy kommune,Radøy kommune,Radøy Municipality,http://www.radoy.kommune.no/,,66,954748634,1260,
25675,postmottak@rakkestad.kommune.no,Rakkestad kommune,Rakkestad kommune,Rakkestad Municipality,http://www.rakkestad.kommune.no,,66,945372281,0128,
25677,postmottak@rana.kommune.no,Rana kommune,Rana kommune,Rana Municipality,http://www.rana.kommune.no,http://www.rana.kommune.no/Modules/theme.aspx?ObjectType=Article&ElementID=4697&Category.ID=1377,66,872418032,1833,
25679,post@randaberg.kommune.no,Randaberg kommune,Randaberg kommune,Randaberg Municipality,http://www.randaberg.kommune.no/,http://www.randaberg.kommune.no/no/Welcome/,66,934945514,1127,
25680,post@rauma.kommune.no,Rauma kommune,Rauma kommune,Rauma Municipality,http://www.rauma.kommune.no,,66,864980902,1539,
25684,postmottak@bns.oslo.kommune.no,Oslo kommune - bydel Nordstrand,Oslo kommune - bydel Nordstrand,Oslo municipality - Nordstrand district administration,http://www.bydel-nordstrand.oslo.kommune.no/,http://www.oslo.kommune.no/english/,103,970534679,,25703
25686,postmottak@bva.oslo.kommune.no,Oslo kommune - bydel Vestre Aker,Oslo kommune - bydel Vestre Aker,Oslo municipality - Vestre Aker distict administration,http://www.bydel-vestre-aker.oslo.kommune.no/,http://www.oslo.kommune.no/english/,103,970145311,,25703
25687,postmottak@bsa.oslo.kommune.no,Oslo kommune - bydel Sagene,Oslo kommune - bydel Sagene,Oslo municipality - Sagene district administration,http://www.bydel-sagene.oslo.kommune.no/,http://www.oslo.kommune.no/english/,103,974778726,,25703
36061,post@kunnskapssenteret.no,Nasjonalt kunnskapssenter for helsetjenesten,Nasjonalt kunnskapssenter for helsetjenesten,Norwegian Research Centre for Health Services,http://www.kunnskapssenteret.no,http://www.kunnskapssenteret.no/Home,33,986303537,,32189
25485,lofoten.tingrett@domstol.no,Lofoten tingrett,Lofoten tingrett,Lofoten District Court,http://www.domstol.no/lofoten,http://www.domstol.no/en/Enkelt-domstol/Lofoten-District-Court/,19,,,40948
20752,familievernkontoret.kongsvinger@bufetat.no,Familievernkontoret i Kongsvinger,Familievernkontoret i Kongsvinger,Kongsvinger Family Counselling Services  ,http://www.bufetat.no/familievernkontor/kongsvinger/,http://www.bufetat.no/engelsk/,39,,,34847
20755,familievernkontoret.tynset@bufetat.no,Familievernkontoret på Tynset ,Familievernkontoret på Tynset ,Tynset Family Counselling Services ,http://www.bufetat.no/familievernkontor/tynset/,http://www.bufetat.no/engelsk/,39,,,34847
20762,familievernkontoret.ovre.romerike@bufetat.no,Familievernkontoret Øvre Romerike,Familievernkontoret  Øvre Romerike,Øvre Romerike Family Counselling Services ,http://www.bufetat.no/familievernkontor/ovre-romerike/,http://www.bufetat.no/engelsk/,39,,,34847
43652,nav.tiltak.akershus@nav.no,Nav Tiltak Akershus,Nav Tiltak Akershus,Nav Tiltak Akershus,http://www.nav.no/Lokalt/Akershus,http://www.nav.no/English,37,,,26094
41347,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Narvik ","Sjøfartsdirektoratet, Stasjon Narvik ","Norwegian Maritime Directorate, Narvik office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
41345,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Sandnessjøen ","Sjøfartsdirektoratet, Stasjon Sandnessjøen ","Norwegian Maritime Directorate, Sandnessjøen office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
26877,sabergen@arkivverket.no,Statsarkivet i Bergen,Statsarkivet i Bergen,Regional State Archives in Bergen,http://www.arkivverket.no/bergen/,http://www.arkivverket.no/eng,36,,,26520
41348,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Svolvær ","Sjøfartsdirektoratet, Stasjon Svolvær ","Norwegian Maritime Directorate, Svolvær office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en,37,,,41342
41349,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Harstad s","Sjøfartsdirektoratet, Stasjon Harstad ","Norwegian Maritime Directorate, Harstad office",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_3/,http://www.sjofartsdir.no/en/,37,,,41342
26884,post@met.no,Meteorologisk institutt - værvarsling Region Øst,Meteorologisk institutt - værvarsling Region Øst,"Norwegian Meteorological Institute, Forecasting Division of Eastern Norway",http://met.no/,http://met.no/English/,58,,,40902
22734,post@mr.fylkesbibl.no,Møre og Romsdal fylkesbibliotek,Møre og Romsdal fylkesbibliotek,Møre og Romsdal County Library,http://www.mr.fylkesbibl.no/,,64,,,25815
26888,postmottak@jd.dep.no,Justis- og beredskapsdepartementet,Justis- og beredskapsdepartementet,Ministry of Justice and Public Security,http://www.regjeringen.no/nn/dep/jd.html?id=463,http://www.regjeringen.no/en/dep/jd.html?id=463,27,972417831,,
35023,nav.sondrenordstrand@nav.no,NAV Søndre Nordstrand ,NAV Søndre Nordstrand ,NAV Søndre Nordstrand ,http://www.nav.no/Lokalt/Oslo,http://www.nav.no/page?id=805312736,37,,,26142
26178,postmottak@flesberg.kommune.no,Flesberg kommune,Flesberg kommune,Flesberg Municipality,http://www.flesberg.kommune.no/,,66,940898862,0631,
26179,postmottak@flora.kommune.no,Flora kommune,Flora kommune,Flora Municipality,http://www.flora.kommune.no,http://www.flora.kommune.no/english.188904.en.html,66,,1401,
26180,postmottak@flaa.kommune.no,Flå kommune,Flå kommune,Flå Municipality,http://www.flaa.kommune.no/,http://www.flaa.kommune.no/Om-Fla/Welcome-to-Fla/,66,964951462,0615,
26181,fn-sambandet@fn-sambandet.no,FN-sambandet i Norge,FN-sambandet i Norge,United Nations Association of Norway,http://www.fn-sambandet.no/,http://www.fn.no/Om-oss/UNA-Norway,104,971274859,,
26182,folketrygdfondet@ftf.no,Folketrygdfondet,Folketrygdfondet,Folketrygdfondet - Government Pension Fund Norway,http://www.ftf.no/,http://www.ftf.no/en/home.aspx,58,971525061,,20536
26183,nav.internasjonalt@nav.no,NAV Internasjonalt,NAV Internasjonalt,NAV international,http://www.nav.no/805320924.cms,http://www.nav.no/English,58,971524553,,26549
26184,postmottak@folldal.kommune.no,Folldal kommune,Folldal kommune,Folldal Municipality,http://www.folldal.kommune.no/,,66,939885684,0439,
26185,post.follo@politiet.no,Follo politidistrikt,Follo politidistrikt,Follo politidistrikt,https://www.politi.no/follo/kontakt_follo/,https://www.politi.no/international/,39,974760584,,29872
26187,post@forbrukerradet.no,Forbrukerrådet i Agder,Forbrukarrådet  i Agder,Consumer Council in Agder,http://www.forbrukerrådet.no/forside/kontakt-oss/agder,http://www.forbrukerrådet.no/forside/other-languages,58,,,26684
26191,post@forbrukerradet.no,Forbrukerrådet i Hordaland og Sogn og Fjordane,Forbrukarrådet i Hordaland og Sogn og Fjordane,Consumer Council in Hordaland og Sogn og Fjordane,http://www.forbrukerrådet.no/forside/kontakt-oss/hordaland,http://www.forbrukerrådet.no/forside/other-languages,58,,,26684
26193,post@forbrukerradet.no,Forbrukerrådet i Nordland,Forbrukarrådet i Nordland,Consumer Council in Nordland,http://www.forbrukerrådet.no/forside/kontakt-oss/nordland,http://www.forbrukerrådet.no/forside/other-languages,58,,,26684
35170,eures@nav.no,NAV EURES Tromsø,NAV EURES Tromsø,European Employment Services (EURES) in Tromsø,http://www.nav.no/page?id=948,http://www.nav.no/English,36,,,26060
26195,post@forbrukerradet.no,"Forbrukerrådet i Hedmark, Oppland og Romerike","Forbrukarrådet i Hedmark, Oppland og Romerike","Consumer Council in Hedmark, Oppland og Romerike",http://www.forbrukerrådet.no/forside/kontakt-oss/hedmark,http://www.forbrukerrådet.no/forside/other-languages,58,,,26684
26196,postmottak@fiskeridir.no,Fiskeridirektoratet region Trøndelag,Fiskeridirektoratet region Trøndelag,"Directorate of Fisheries, Trøndelag regional office",http://www.fiskeridir.no/fiskeridir/om-oss/telefon-og-e-post/region-troendelag2,http://www.fiskeridir.no/fiskeridir/english,36,979529678,,26653
26197,fitjar@fitjar.kommune.no,Fitjar kommune,Fitjar kommune,Fitjar Municipality,http://www.fitjar.kommune.no,http://www.fitjar.kommune.no/turistinformasjon/english-tourist-info/,66,944073310,1222,
26199,postmottak@fjell.kommune.no,Fjell kommune,Fjell kommune,Fjell Municipality,http://www.fjell.kommune.no,http://www2.fjell.kommune.no/Om_Fjell/Information-in-other-languages/,66,951996777,1246,
26200,post.sfj@politiet.no,Sogn og Fjordane politidistrikt,Sogn og Fjordane politidistrikt,Sogn og Fjordane Police District,https://www.politi.no/sogn_og_fjordane/,http://www.politi.no/international/,39,,,29872
26201,postmottak@flakstad.kommune.no,Flakstad kommune,Flakstad kommune,Flakstad Municipality,http://www.flakstad.kommune.no/,,66,863320852,1859,
26202,postmottak@flatanger.kommune.no,Flatanger kommune,Flatanger kommune,Flatanger Municipality,http://www.flatanger.kommune.no,,66,845153272,1749,
26203,post@flekkefjord.kommune.no,Flekkefjord kommune,Flekkefjord kommune,Flekkefjord Municipality,http://www.flekkefjord.kommune.no,,66,964967369,1004,
26204,post@e-h.kommune.no,Evje og Hornnes kommune,Evje og Hornnes kommune,Evje og Hornnes Municipality,http://www.e-h.kommune.no,,66,964966109,0937,
26205,post@farsund.kommune.no,Farsund kommune,Farsund kommune,Farsund Municipality,http://www.farsund.kommune.no/,http://www.farsund.kommune.no/Modules/article.aspx?ObjectType=Article&Article.ID=1871&Category.ID=1290,66,964083266,1003,
26206,postmottak@fauske.kommune.no,Fauske kommune,Fauske kommune,Fauske Municipality,http://www.fauske.kommune.no/,,66,972418021,1841,
26207,postmottak@fedje.kommune.no,Fedje kommune,Fedje kommune,Fedje Municipality,http://www.fedje.kommune.no/,,66,944041036,1265,
23807,nav.kragero@nav.no,NAV Kragerø ,NAV Kragerø ,NAV Kragerø ,http://www.nav.no/Lokalt/Telemark,http://www.nav.no/page?id=805312736,37,,,26059
23808,nav.notodden@nav.no,NAV Notodden ,NAV Notodden ,NAV Notodden ,http://www.nav.no/Lokalt/Telemark,http://nav.no/page?id=805312736,37,,,26059
22614,bjarkoyb@online.no,Harstad bibliotek avd. Bjarkøy,Harstad bibliotek avd. Bjarkøy,Bjarkøy  Public Library,https://www.bjarkoy.kommune.no/kultur_og_fritid/bibliotek,,73,,,
22615,biblioteket@dyroy.kommune.no,Dyrøy folkebibliotek,Dyrøy folkebibliotek,Dyrøy  Public Library,http://www.dyroy.kommune.no/index.php?id=10343,,73,,,26244
22616,bibliotek@gratangen.kommune.no,Gratangen folkebibliotek,Gratangen folkebibliotek,Gratangen Public Library,http://gratangen.custompublish.com/gratangen-folkebibliotek.4538940-117107.html,,73,,,26023
22617,inform@harstad.folkebibl.no,Harstad bibliotek,Harstad bibliotek,Harstad  Public Library,http://www.harstad.folkebibl.no/,,73,,,26047
22618,hambib@frisurf.no,Ibestad folkebibliotek,Ibestad folkebibliotek,Ibestad Public Library,http://www.ibestad.kommune.no/index.php?cat=109648,,73,,,25938
24573,nav.kontaktsenter@nav.no,NAV Lund ,NAV Lund ,NAV Lund ,http://www.nav.no/Lokalt/Rogaland,http://www.nav.no/page?id=805312736,37,,,26056
24574,nav.kontaktsenter@nav.no,NAV Herøy (Nordland),NAV Herøy (Nordland),NAV Herøy,http://www.nav.no/Lokalt/Nordland,http://www.nav.no/page?id=805312736,37,,,26052
24575,nav.kontaktsenter@nav.no,NAV Herøy  (Møre og Romsdal),NAV Herøy  (Møre og Romsdal),NAV Herøy (Møre og Romsdal),http://www.nav.no/Lokalt/M%C3%B8re+og+Romsdal,http://www.nav.no/page?id=805312736,37,,,26065
24576,nav.kontaktsenter@nav.no,NAV Hitra ,NAV Hitra ,NAV Hitra ,http://www.nav.no/Lokalt/S%C3%B8r-Tr%C3%B8ndelag,http://nav.no/page?id=805312736,37,,,26058
24580,nav.kontaktsenter@nav.no,NAV Hof ,NAV Hof ,NAV Hof ,http://www.nav.no/Lokalt/Vestfold,http://www.nav.no/page?id=805312736,37,,,26130
24581,nav.hol@nav.no,NAV Hol ,NAV Hol ,NAV Hol,http://www.nav.no/Lokalt/Buskerud,http://www.nav.no/page?id=805312736,37,,,26144
24582,nav.hole@nav.no,NAV Hole ,NAV Hole ,NAV Hole ,http://www.nav.no/Lokalt/Buskerud,http://nav.no/page?id=805312736,37,,,26144
24584,nav.kontaktsenter@nav.no,NAV Holtålen,NAV Holtålen,NAV Holtålen,http://www.nav.no/Lokalt/S%C3%B8r-Tr%C3%B8ndelag,http://www.nav.no/page?id=805312736,37,,,26058
42722,bup.postmottakt@helse-forde.no,Førde BUP - barne- og ungdomspsykiatrisk poliklinikk,Førde BUP - barne- og ungdomspsykiatrisk poliklinikk,Mental health clinic for children and adolescents Førde,http://www.helse-forde.no/omoss/avdelinger/psykisk_helsevern_for_barn_og_unge/forde_bup/Sider/side.aspx,,39,,,32243
43082,post@baneservice.no,Baneservice AS,Baneservice AS,Baneservice AS,http://www.baneservice.no/,http://www.baneservice.no/oslo/baneservice.nsf/id/4159338BAA258E85C1256D90003FCA3C?OpenDocument,89,986392912,,26420
20504,publikasjonsbestilling@dss.dep.no,Departementenes publikasjonsregister,Departementa sitt publikasjonsregister,Official Publications Register,http://www.akademika.no,,34,,,26699
20505,firmapost@brreg.no,Brønnøysundregistrene,Brønnøysundregistra,Brønnøysund Register Centre,http://www.brreg.no,http://www.brreg.no/english/,33,,,26453
20507,npepost@npe.no,Norsk pasientskadeerstatning,Norsk pasientskadeerstatning,Norwegian Patient Compensation System,http://www.npe.no/,,38,984936923,,32161
20511,post@nasjonalforeningen.no,Nasjonalforeningen for folkehelsen,Nasjonalforeningen for folkehelsen,Nasjonalforeningen for folkehelsen,http://www.nasjonalforeningen.no/,,81,938429863,,
20513,byggforsk@sintef.no,SINTEF byggforsk,SINTEF byggforsk,SINTEF Building and Infrastructure ,http://www.sintef.no/byggforsk/,http://www.sintef.no/Home/,38,,,
41262,nav.alna@nav.no,NAV Alna ,NAV Alna ,NAV Alna ,http://www.nav.no/Lokalt/Oslo,http://www.nav.no/page?id=805312736,37,,,26142
26698,postmottak@statsbygg.no,Statsbygg,Statsbygg,Statsbygg Head Office,http://www.statsbygg.no/,http://www.statsbygg.no/english/,43,971278374,,27130
26699,postmottak@dss.dep.no,DSS- Departementenes servicesenter ,DSS - Servicesenteret for departementa,Government Administration Services (G.A.S.),http://www.dss.dep.no/,http://www.dss.dep.no/About-us/,33,974761424,,27130
40662,post@arbeidstilsynet.no,Arbeidstilsynet Midt-Norge,Arbeidstilsynet Midt-Norge,Labour Inspection Authority Midt-Norge,http://www.arbeidstilsynet.no/,http://www.arbeidstilsynet.no/om/engelsk.html,36,974771705,,25117
26701,postmottak@spk.no,Statens pensjonskasse,Statens pensjonskasse,Norwegian Public Service Pension Fund,http://www.spk.no/,https://www.spk.no/en/,43,974760967,,26416
41462,misvaer@bodo.kommune.no,"Servicetorget i Bodø kommune, avd. Misvær","Servicetorget i Bodø kommune, avd. Misvær","Bodø Municipal Service Centre, Misvær office",http://www.bodo.kommune.no/index.php?ID=2189,http://www.bodo.kommune.no/?lang=eng,73,,,27575
26709,post@konkurransetilsynet.no,Konkurransetilsynet,Konkurransetilsynet,Norwegian Competition Authority,http://www.konkurransetilsynet.no/,http://www.konkurransetilsynet.no/en/,33,974761246,,27130
26713,postmottak@smk.dep.no,Statsministerens kontor,Statsministerens kontor,Office of the Prime Minister,http://www.regjeringen.no/nb/dep/smk.html?id=875,http://www.regjeringen.no/en/ministries/smk.html?id=875,24,972417777,,
26653,postmottak@fiskeridir.no,Fiskeridirektoratet,Fiskeridirektoratet,Directorate of Fisheries,http://www.fiskeridir.no/,http://www.fiskeridir.no/fiskeridir/english,33,971203420,,26659
26654,post@kystverket.no,Kystverket,Kystverket,Norwegian Coastal Administration,http://www.kystverket.no/,http://www.kystverket.no/en/,33,970237372,,26659
26659,postmottak@fkd.dep.no,Fiskeri- og kystdepartementet ,Fiskeri- og kystdepartementet ,Ministry of Fisheries and Coastal Affairs,http://www.regjeringen.no/nb/dep/fkd.html?id=257,http://www.regjeringen.no/en/dep/fkd.html?id=257,27,972417815,,
26606,postkasse@datatilsynet.no,Datatilsynet,Datatilsynet,Data Protection Agency,http://www.datatilsynet.no,http://www.datatilsynet.no/English/,33,974761467,,27130
23629,maj@deichman.no,"Deichmanske bibliotek, Majorstuen filial","Deichmanske bibliotek, Majorstuen filial","Oslo Public Library, Majorstuen branch",http://www.deichmanske-bibliotek.oslo.kommune.no/avdelinger_apningstider/majorstuen/,http://www.deichmanske-bibliotek.oslo.kommune.no/avdelinger_apningstider/majorstuen/majorstuen_branch_in_english_/,73,,,23699
